"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
5251,760,6,"Aarg!  Can be a tense nail-biter with the right player. Almost too many things to consider -- the sign of a pretty good game."
142400,54,6,"Eh. It's OK, I just don't find the game action terribly compelling."
49452,4390,8,"Proyecto PnP"
24272,2987,5,"I still enjoy the game well enough, but it tends to run a bit long."
185686,143741,6,"Needs at least 5 players to shine. Much preferred to the card game, which just goes on too long!"
154812,27162,8,"It's a bit long, now I'm told with experienced players it goes a lot faster.  It is partly a dice game, and if you can't roll *cough cough* me, then you won't get very far.  My goal for the second time I play will be to make it past 11 ;-) But it's got a great concept and a lot of stategy.  *Update*  - Yup moves much better and faster with experienced players.  I like it.  It's a good game with lots of options."
86917,9209,7.5,"I've played this a couple of times. First time was on XBLA which made me want to purchase the actual board game, despite the fact that there were already a number of other TtR implementations out there. (Hey, what can I say? I had only recently stumbled upon the board game scene.) I have enjoyed it quite a bit and it's one of the games that I can actually get out on the table every now and again."
130973,16986,7.5,"The game can sometimes outstay its welcome, but keep the pace up and it's usually lovely to play."
191973,126042,7.5,"Nice & short solo civ building experience. Feels almost relaxing as the decision making is there but not in a taxing way. The AI is a bit random but as the game is neither too involved nor long, this ends up being manageable. 4 plays with my son, adds of course to the overall experience. Actually like the simple feel of it. How does it compare to TTA?"
39299,12333,7,"Start this when it's still light outside!"
87476,129622,5,"Nice little filler game.  Annoying courtly love theme that may leave some players cold but it certainly nice to bust out if time is a little limited."
68234,2807,9,"It adds enough materials for 2 more players. If your group is large enough to support this, its a no brainer. Also a 3-4 player game on a map sized for 6 is not clunky at all. "
188756,2651,10,"I really enjoyed the commodity market on this game.  You get a very real sense of supply and demand that's unlike any other game I've played."
24367,63888,9,"I'm very impressed with how this game allows strong board-position leaders to be toppled from their throne, yet counts that transient dominance towards winning (via achievements).   I'm less fond of four-player games, partly due to the greater chaos between turns (though this can be mitigated with team play), but more due to the fact that card stacks run out so quickly that ""teching up"" via dogma effects becomes very weak.  Players seem to first get better at this game by learning basic principles (""more icons is good""), learning what cards/powers exist, and being less overwhelmed and so better able to spot advantageous combos. I have to figure out how much advanced skill is simply more of the preceding vs. deeper understanding of gameplay."
4154,66690,9,"Prosperity, guilds, seaside are my favourite full box expansions. "
74389,129622,9,"always easy to get to the table and plays quick. best filler i've played yet"
19246,155362,5.5,"First impressions: Very random party game. Components are nice. I think it is dependent on the group but it can be fun. :) Just don't expect or try to win."
157430,37904,6,"Plays way too long but I love the thematic mechanism. But hard to catch up so halfway through the 1st lap you pretty much know who is going to win."
96682,136063,7.5,"2-5 players"
179199,181,3.5,"Fun: 3 Quality: 4 -limited influence (-1). -unbalanced (-1)."
181301,31481,10,"Anniversary Edition "
38753,463,6,"LOVED IT BUT THE NEW GENERATION CARDS SUCK! ITS GETTING MORE AND MORE RIDICULOUS!!!!!!!!!"
8656,926,5,"Quite honestly I don't really like this expansion. It causes players who are already winning to be further entrenched in their position and takes almost half again the time to play as a regular game of Settlers without adding much to the fun factor."
23417,34635,7,"Played once (2 player game), it seems game mechanics are pretty simple, might lack of depth after a few games. But again, played only once... A good family game"
116843,15062,6,"Played with 5, but also late at night.  If I could play with 7 and earlier in the day, I would probably increase the rating."
100693,3,6,"Check out the play-by-web version over at www.mabiweb.com  Nice game which plays quickly and offers up a fair amount of depth.  Because the game employs a strange scoring system, players must manage not only their tiles,  but also their figure intake (figures are used to determine the winner).  The game is for 2-4 players, and I feel it works well with any of those numbers. "
69476,3,6,"*UPDATED 10/21/05* I still think that this is a very good game, but it seems less fun with each subsequent play.  This will never see the light of day with my game group, and frankly, when I'm in the mood for a two-player abstract, I'd rather play Go every time.  TRADED 1/06"
179149,9209,10,"weight: 1.9 (medium light)"
146183,133473,6,"(03/04/2015) Comment based on one play.  This is a ridiculously trivial and simple card game, with a pasted on sushi-theme on top of a supremely dumbed-down version of 7 Wonders card drafting mechanism.   Stupid fun? Fun, but stupid? I dunno. It takes slightly less brain cells than Machi Koro, but I'm just glad it only lasts about 10 minutes. It's a ""6""."
28496,320,5.5,"The game my (then new) wife stomped me playing. Everything I tried - the draw-luck just failed me. It doesn't help that she has a better vocabulary. More recent plays are only slightly improved losses - I'm not competitive with words. "
161741,27746,7.3,"Typically nice Days of Wonder production.  It is a set collection game with some interesting twists.  In short, collect necessary resources to produce the grandest spectacle by the end of the game to win."
58447,27173,8,"Another game that I researched to find a game that plays well with more than 2 players, but you don't feel like youre not getting the full deal if you only play with 2.  Having now played 13 times (all 2 player) I think its a great games. I love the auction mechanism, whereby the draw of the tiles and vikings in conjunction gives every round its own unique flavour.  We played the basic game about 10 times before moving on to the more advanced game (which is included in the box, thats a plus), I think that was about right it makes you appreciate the subtle differences the extra tiles give the game.  Need to try and play with more players. I think the fact that the game is called Vikings but there is no combat, puts some people off."
191051,98,6.5,"While a pretty fun game, there&#039;s not much history there.  I mean, let&#039;s face it, the best chance the Axis have to win is by the Japanese driving across Siberia and/or the Hindu Kush and Himalayan Mts. and driving on the Russian capital.  Yeah, like the Japanese really considered that.  And too much emphasis on the dice; a couple of bad rolls at crucial times, and you are really screwed, but I guess you could make that argument for a lot of games (we implemented a suggested variant from &quot;Moves&quot; magazine that really cut down on the luck factor).  But still a fun beer and pretzels game.  Cool bits, and not a bad way to introduce newbies to the hobby of strategy gaming.  I understand that A&amp;A Europe is better.  "
16452,13,10,"A superb game. Random every time, fun interaction with trading, and a good mix of skill and luck. Im always in for a game."
139889,10630,8.5,"Wow easy, quick and so much fun. Even solo it is the best Command and colors game. But after a long day at work it is the best game for a quick fight with your buddy. "
182760,68448,7,"Good game but very steep understanding curve for new players."
92180,2987,6.5,"Perhaps a bit overcomplicated, but fun nonetheless. Beautiful board and bits, and great theme."
192718,161936,5,"Started out as a 10 in, say March or April, then my opinion cooled rapidly. Recommended if you like Pandemic to get worse as you play it. "
162823,30549,7.5,"Great first games, getting a little less found of it recently. Maybe because it is at its best when players are discovering it together (I guess)."
160719,21523,7,"A good addition to the Fantasy Game Genre but requires lots of tweaks to keep it from growing long and dull. I like it best with 2 people and wouldn't really play with 3 or 4.  It works solo which is ok.  Epic, grand adventures, not really a 'play to win' type of game but an experience.  Wonderful expansions.  Lots of options/cards to tailor the game to your liking and lots of good variants posted around here to help you streamline play.  The threat track is a must to keep the game fresh.  I like to play with 3 market stacks (1-4; 5-9; 10+; use a 1d3 to determine a stack for a random draw)and 3 starting cards in each market (blind) with a market draw from the players choice of stacks (depending on what they can afford).  In addition to that I like the starting equipment variant and the three points to advance variant.  Those are just a couple of things you can do to really help speed the game along and keep the playing time reasonable. Lastly, this should really be played as a co-op game, playing this game competitively feels like a real expense of time.    Ultimately, I prefer Citadel of Blood, DeathMaze, Prophecy, Return of the Heroes, or Magic Realm.  Expansions all sold. Base game sold.  "
179514,9209,5,"in the foot foot gamers library. Owned by Funapul. Days of Wonder ROCKS! What a great game light easy to learn, bluffing, cutthroat. Good times. "
112808,68448,9,"The Next Big Thing.  Update: I was right."
151055,15062,7.5,"Pretty good for getting a whole group going, but explaining the rules can take a while."
52256,71721,9,"KEEPER SOLO Amazing design. Uses a deck of cards to create a claustrophobic Alien-style experience solitaire - the way you ""move"" around the ship is particularly clever. However, almost impossible to win (unless you study the 120-page analysis - a doctoral thesis? - available as a file on the Geek). I'm not sure I enjoy playing this game but then I'm not sure you're supposed to. Clearly a gaming work of art."
145545,102680,7.25,"Initial rating of 7.25  Several Feld titles seem to leave me flat, however, this one was quite fun for some reason.  Upon playing you can certainly tell who the author is and that several of his usual gimmicks are hard at work but it somehow feels better than many of his other attempts."
93257,21790,7,"Quite nice lightweight game, fun to play even without much interaction or conflict between players."
19392,35677,7.5,"Not a huge worker placement person. I have custom made polymer pieces for workers and ships. Very nice looking. "
163441,463,4,"Love the game, hate the CCG model.  I've had an on again off again relationship with Magic for years.  For now, we're off again and it is likely to stay that way until my kids get old enough. "
15534,432,8,"A nice quick game that keeps everyone involved in the action.  Satisfying for a broad range of groups and personalities, including strategy gamers, social/party gamers, and families.  As with many games, it has a strategic feel with a small number of players (4 or fewer) and a chaotic feel with bigger groups.  I like it best with the strategic variant in which the deck is pared down so that every card is in play."
11038,127023,7,"Granted, there is a lot to learn to just know your options...but what a great game.  After my first play, I feel that there is so much to learn *and* that it will be fun to learn it.  That's how you know you got a winner!"
89799,15062,6,"Includes:  - Merlin's Company "
192638,178900,7,"Surprisingly, or maybe not given its rank, good filler. "
117216,14105,9,"Unit variation and a good card set make this a game where you'll be thinking about manoeuvring your units to outflank and break your opponent up. Keeping your troops together in line and adjacent to leaders with effective use of different unit types keeps you thinking. The hand management is vital - setting up a powerful combination for an attack that you'll be able to carry through with - more important than in Memoir 44.  After a couple of games the rules become very clear and you'll find yourself breezing through scenarios without referencing rules or reference sheets.  I'm extremely interested in the history here - there are some fantastic podcasts and documentaries on these battles and the strategies, tactics, unit makeups and leadership behind it all. I prefer games over simulations, and while I wouldn't want too many games this streamlined, what it lacks in minute detail it makes up for with pure gaming fun.  I thought initially this would be too similar to Memoir 44 for me to own both, but after playing both in the same week I see room for both in my collection. Good stuff and I actually quite like the blocks."
13027,478,5,"Tentative score as I haven't played this much. 12/06  Dropped my score from 6 to 5.  Just not a very interesting game for me.  Playing feels like a bit of a chore, an easy chore, but a chore still."
80788,181,4,"Biggest luckfest around. Horrible game... if you can seriously call it that. Ugh."
87394,155068,9,"AQ + Beyond the grave expansion + 12 additional heroes. Enjoyable, easy to play with the kids and fine timewise."
119417,24068,7,"A game of hidden roles. There are three factions: Shadows, Hunters and Neutrals.  For Shadows and Hunters things are simpler: to win they must destroy to other side. The Neutrals have different agendas, and can achieve victory in a number of ways: from just staying alive to having 4 or 5 equipaments on display.  However, some of the Neutral roles are really hard - near impossible - to fulfill, and receiving one of them is almost a ""you lose"" situation. I wish there was always a way for a Neutral to win other than the normal one for the role - like being the one that kills the Hunter/Shadow with the highest HP or something more clever. But this isn't true, and takes away from the fun of the game as a whole, as I saw, several times, the players with the Neutrals having less than they should.  Still, is a good game, with easy decisions to be made and lots of interaction, from dumb one (you don't know who is who, but you still wants to hit someone) to the smart - but no brain burn. There is some memory aspect built into it - is important to remember who attacked who, and if this happened after a green card was given, and also remember the answer to the green cards you dealt, but isn't really hard to remember.  Shadow Hunters have less chaos than the one you will find in Mascarade or One Night Werewolf, since roles doesn't change.  Anyway, Shadow Hunters plays easy enough to be teach in a matter of minutes, and basically guarantees blind attacks, negotiation, lying, bluffing, threatening, backstabbing, or in other words: everything you want in a hidden role game!  Good fun!  My review (in portuguese) is [url=http://boardgamegeek.com/thread/742126/shadow-hunters-resenha-em-portugues-review-in-po]here[/url]."
116967,18602,10,"Fairly Simple. Many ways to win points, many victory strategies. I just like this game and wish I could play it more often. Not for the first time gamer, but more experienced player will enjoy the low randomess of the game."
99886,102652,7.9,"Plus everything except foil cards."
165503,104006,6.5,"Yawn! Another worker placement game with not much going for it - just a random string of different ways to get a relatively meager amount of victory points.  The time/worker death mechanic isn't interesting enough to bring it above the fray."
42773,2243,3,"Better than watching paint dry."
138899,2807,8.1,"Nice expansion making for a more enjoyable 4-5 player game. Having more possible starting positions makes for a better distribution of resources so no-one is left without."
124552,14105,5,"Too many exceptions to rules for my preference.  Some icons are too similar to each other.  Taken together, it becomes hard to ""see"" the whole board at once and to develop multi-turn strategies."
50931,88,6,"The design is good, but I'm not in the mood that often."
156843,169786,8.5,"Great game, also interesting solo play"
167480,68448,9,"+ Leaders + Cities + Babel  + Promos"
160824,187645,6,"Some truly fresh mechanics to service of creation mini-narratives into the game.  But it is surrounded by a treasure hunt that just takes too long.  Hopefully with more plays it gets less tedious (and the missions don't get repetitive)."
93176,118,8.5,"One of the best Knizia's. Great auction game."
161606,178900,7,"I think a slightly better set of words would facilitate more fun games. Would like to try with minimum clue numbers."
103930,84876,6,"A Feld game that doesn't suck as bad as Aquasphere.  Suffers from a point problem where you need a counter under your counting piece.  That's a no play for me.  "
38557,15158,7.5,"Include in about 30% of our games"
10980,3076,9,"My favorite Euro but my group doesn't love it like I do, so each year when we pull this out for our one play, there are too many rookie mistakes.  I am not good at it, playing online I suck, but I understand it better than my group and they don't want to understand it more."
23181,483,9,"If the time is there, and the crowd is right this is without doubt one of the best all time games. Various games have attempted to copy it but none have the simplicity of rules and class of the original."
138994,17133,8,"With the bigger map this is a better game than steam, as it's more about expanding than crowding. "
114804,63888,8,"I like that each card is different and unique.  I can imagine that with more plays and knowledge of the deck there would be considerable groaning amongst the players that such and such a player got a particular card.  If I were to rank Innovation in a hierarchy with Race for the Galaxy and Glory to Rome, I would say that Race > Innovation > Glory to Rome.  Both Innovation and Glory to Rome are slower than Race for the Galaxy because there are so many things to consider.  The only time there are a ton of considerations to make in Race is when you've got a full hand of cards.  It can be time consuming to decide the implications of spending each one.  In Innovation, so far, I've found it to be rare to have a hand of more than four cards.  This means that the decisions you have to make come from what's already on the table rather than what is in your hand.  I prefer the decision tree of possible decisions (from the cards in your hand) rather than the decision of which power you've already got to activate.   I find the potential of cards in hand much more interesting.  Additionally, Innovation frequently causes players to have no cards in hand, so if the players have no powers that they'd like to use on the table, they can pretty much draw one and play one.  It leaves me with a feeling of simplicity.  My only decision is to figure out if the random card I've just drawn is good enough or should I just try for random luck again.  I'm someone who enjoys Fluxx, so I don't always mind this sort of mindless non-decision making.  That being said, the most experience player won every game that I've played so far, so I know the game is certainly more than dumb luck."
177926,172386,8.2,"[u]The Positive:[/u] (+) The art is not 'great', but it sure is very functional. It supports in understanding the game. Moreover, the components are of good quality (except an unfortunate misprint of some 1$-coins in which some are smaller than others)  (+) The game rules are very structured and limited. This elegant rule set makes the game easy to explain and understand.  (+) Notwithstanding the limited and easy rules make the game easily accessible, this game offers a huge amount of stuff to wrap your head around. Due to the intertwined mechanisms, there are often many ways to try to get things done, but they all require a very precise execution. The action system with the card piles effectivily forces players to rethink their strategies constantly as they have to split a winning combination of action cards after just one use. This makes that players are constantly planning many *many* turns ahead.  (+) The game feels really balanced as it will challenge each and every player no matter what path to victory they try to follow. I feel all important strategies to score many points are hard to pull off and even more so if they reap benefits along the way. This also means the game will keep all players down: no runaway leader problem here. [i]For example: You would like to aquire many shares of a company and pump up its value? Good idea! This strategy alone might score you about 100 points when executed really well and will earn you significant benefits along the way. All you need to do is -> First get lots of shares. You will need good-cards for that. Getting these cards requires other goods-cards you won't be able to use to buy the shares you want. So you will have to prioritize (unless of course you snatch away the right actionspot on the board with a worker in order to obtain extra shares without spending the good-cards in your action display, which you really should ;) ). If you overcame this problem, you are faced with the next one: Yay, you have interesting goods and you have built up your shares but... Now you need exploration cards in order to get those trading posts out! Good luck with that! Similar examples could be given for the game making life hard on players who try to get their bookkeeping track up, but when executed really well this path will also reward them in a variety of ways.[/i]  (+) Many different (very challenging!) paths to victory. Along the way, due to its intertwined mechanisms, the game will seduce you with really nice opportunities to stray from your path. Sometimes you should follow up on these, other times they should be avoided. It would take quite some insight into this game in order to assess correctly which is which.  (+) Thanks to the fact that all four companies come with 2 different sets of abilities and the order in which the companies can be placed around the game board, the game can get set up in many different ways, ensuring a high replayability.  (+) Due to the 'controlled' way the action card deck gets shuffled and put together, the game 'grows' in an interesting and correct way.   (+) Little to no luck dependence (only in distributing the starting tiles, in a minor extent (can be mitigated by clever placement) the drawing of book tiles and the order by which the action cards become available for sale (but this shouldn't lead to significant imbalances as the draw deck gets composed in a controlled way during set-up)).   (+) Player interaction sure is present. You prioritize your actions by assessing what the others will probably first go after. Doing so incorrectly could have serious consequences for your greater plan. Furthermore there is direct player interaction during exploration, increasing the value of a company while decreasing the value of others. This mainly happens in the second half of the game.  [u]The Negative:[/u] (-) This game really deceives first time players. Based on its cover, its name and learning the rules, when going in, most will think of this as a medium weight game. Soon they will realise they are in for a mind crushing experience in which one critical mistake in their planning (which must in detail span so many turns ahead!) might cost them *tons* of points. Although the rules are very accessible, the game in itself sure isn't. Know with whom you start this adventure!  (-) Downtime/Analysis Paralysis can be a big issue in Mombasa. As stated, this game is really hard. Many, many times, players will have to rethink about ways to get things done, and often they can only start doing so when the player going before them completed their action. Some players will say the game doesn't flow smoothly and can kind of drag.  (-) As much as I admire the fact that the game is balanced in a way which denies players to re-use winning combination of action cards, on the other hand, this can at times feel a little annoying. Another example: When after much hard work, you opened up an extra action slot, soon you realize you don't have enough cards to utilize all those slots and you realize that using extra slots will dilute your deck even more.  (-) 7 Rounds is so little. You get so few actions to get so many things done. In most games, I see this 'tightness' as an advantage, but in Mombasa, I get the feeling the game would have benefited from at least one extra round or so. The very limited amount of actions makes a rather unforgiving game even more unforgiving and it also means you can get very little use of the action cards you buy. Most will only get used once, twice or three times... On the other hand, the seven round in Mombasa give players just enough time to reach the end of the bookkeeping or diamond track and doing some crutial actions elsewhere on the gameboard. 7 Rounds is acceptable but (too?) tight.  [u]Conclusion:[/u] So, here you have it: A wolf in sheep's clothing. Mombasa, underneath its trite title and ordinary cover sleeps one monster of a game! If you're not in for some hard and sometimes unforgiving mind crunching work, you better let it sleep. However, if you and your gaming group are in for a serious challenge and are willing to commit a considerable amount of (waiting) time, Mombasa will reward you with some ingenious deck-splitting mechanisms, many good/bad opportunities for challenging paths to go after and a balanced gameplay in which you can be sure the game will give a delightfully/frustratingly (depening on your mood) hard time for everybody around the table, no exeptions!  [u]Tips:[/u] (*) The most straight-forward strategy is probably the diamond trail. Obtaining some diamond merchants will quickly boost your diamond score. However, this strategy will reap the least benefits along the way and the max of 60 points it delivers will be destinctly unsufficiant to win the game. It will complement other strategies, but won't get you to victory when your sole focus lies there (*) One of the harderst paths is the bookkeeping track, effectively melting your brain with impossible puzzles. However, you will get income along the way if you play your cards (books?) right and this strategy complements nicely with some other strategies (as doing it right means you will also have had to invest to a certain extent in goods and exploration actions). (*) I think it is quite impossible to do well on the share tracks of all 4 companies. I would advise against it, after all you will want at least one company to kick out of Africa when your massive exploration turn kicks into action! Better focus on one or two company tracks - and it better be the right ones! (try to build up a good stock of good cards which match the 'max'-bonus of the company you're going after). (*) Money, so easy to spend, but so hard to aquire... Use it thoughtfully and sparingly. (*) There are some main paths to scoring many points, but in my experience it is better to combine 2 of them, rather than focussing solely on one path or going for everything.  [u]Playtime:[/u] Approx. 45 min / player"
81379,760,9,"Excelent strategy card game for two players. Unfortunately I have only a self-made-version as this game is not available in Germany any more."
102370,122522,7,"Silly fun. As you play it more and more the base set is clearly unbalanced which diminishes the fun a bit."
74645,155987,5,"not my Cup of tea. Not so many things are Happening during the game. Not very good balanced. When you Play three or rounds withour getting the oportunity doing something useful to get your collection going, it feels rather Buggy."
25012,40628,8.7,"Fast, fun, light, but enough decisions to make things interesting. Do I move this guy or that guy? Will that set up someone else? Cash my fruits in now before someone else grabs them, even though it's not quite optimal yet?, etc.  Really a fun social experience, we developed a whole new language during this one, numerous times someone would yell things like ""you figged me!"" :D"
112847,14105,6.5,"This game has some interesting additions to the Battle Cry mechanism.  Unfortunately, all these additions make for a very fiddly game. It takes an extraordinary amount of time to set up and you spend a lot of the game trying to figure out which troops are which and looking up what their capabilities are.  I stilled enjoyed the game but I really don't like to play games that take up more time to setup and put away than to play."
8644,123260,8,"Very impressed by this tile laying city building game. The theme of building a suburb can hardly be less appealing to me... yet this game pulls it off. Indeed, its theme actually drives the mechanics very well in how various tiles impact your borough.   There is some talk about the secret goals not being fair or thematic, but I found them tactically interesting and don't necessarily mind if they make 100% sense."
36541,24439,9.5,"Love the larger cards and more ways to play!"
26070,108745,8.5,"I like this game, but I'm not sure about how much. It can be really fun when things are working for you, the thing is, you won't know if they are until a year (in game time) too late. The art is gorgeous and that is a BIG plus for me, everything looks bright and colourful and delicious, but I wish this game had a little more humour and theme. Definitely worth a try, though.  EDIT: This gets much better with play time. Advice, be proactive, calculate the results and if your strategy isn't working get more cards!"
12782,926,8,"EXPANSION [3] Intermediate Game 2-4 players (1.5hr) Territorial, Set Collection, Tech-tree"
85548,65244,9,"Great cooperative game, takes about 30 minutes to play and is very easy to teach. Russian edition."
81609,66690,8.5,"Probably my favorite dominion expansion. Helps everyone feel like they have lots of money."
128194,2651,1,"Too long, and I didn't enjoy getting blocked out (with no possible placement) just before ""phase 2.""  A little dry. Homegrown graphics and migraine-inducing board.  Game heated up unexpectedly and ended suddenly. "
81276,822,8,"Elegantly simple game that even children can enjoy."
112468,136888,9,"This game does the 'cards have multiple uses' as well or better than any other I've played. On top of that, it is a tableau builder, which I always enjoy. One of Feld's best."
137196,181304,9,"A great game! It's my go to game when I go anywhere or whoever wants to play!"
93176,21241,7,"iOS with expansions."
159252,24068,5,"it plays reasonably quick, so you can just give it a try. Too luck induced for my taste."
53249,121408,7,"I like this. It fits somewhere between Dominion and Thunderstone Advance, I think. We'll see!"
172286,93,3,"1 plays, both 4 players.  first play  ----- People say it's dry and I would disagree with that, instead I would say it's opaque and contraintuitive: 1. Adjacency of two areas is mostly unimportant. Your units enter the map regardless to where your other units are (but next to the king, which I don't get) .  2. Bidding for turn order. I find it so unnecessary, did all old euros had this? This might be part of calling El Grande dry (Khorne goes first because He Is The Blood God, now shutup!).  3. The action cards. You simply have to memorize as they don't have any obvious sense (theme wise) beside making the game replayable while making it all about short term tactics.  4. Kramer's action point system in a completely tactical game = downtime, downtime and AP.  Second game -------- Showed that knowing which cards are in the deck is truly important. Contraintuitivess matters less, but still, owning Chaos in the Old World I see no reason why I would play this if given the choice between the two.   I found Torres much better for somewhat similar style game (No turn order nonsense, cards are simpler and the spacial relations make much more sense making the whole thing is more intuitive to grasp)."
174777,148949,8,"It reminded me oddly of Merchant of Venus because what you're really trying to do is find the best loop in which you can get the things you need and take them to where you need them to be.  Expanding your carrier spaces is what makes the game tricky.  It's also pretty and full of rubies. (1 play)"
93395,66589,6,"Played twice.  Pretty much completely broken with 3 players, since odd man out will win.  With 5 players it was better, but I think I would generally rather play other games."
44440,100423,5.5,"This is pretty fiddly – there are some extremely small counters and the monster tokens are too tiny to really convey what they're about. In fact, I don't think the game succeeds in conveying much flavour at all. It's got a horror theme but you're never likely to get a hint of dread. Everything is focused on the game mechanics, which are perfectly fine if not very original. You weigh-up the rolls needed to tackle a task, factor in any cards you possess that could influence your chances, consider whether the potential rewards are worth the potential penalties and then either go ahead or back down. I'm not saying it's dull, but it's only as exciting as an abstract dice game."
96411,41114,6.5,"More fault-tolerant than Werewolf."
129007,503,8,"Great with 2 players.  And the pastel camels look delicious!"
143657,39463,8,"It's chaotic, random, and fun.  I want to play it again.  I played with seven and the game was over before the seventh player even got to attack.  If that was me, I probably wouldn't have enjoyed the game very much."
44806,98,8,"Expert Japan player.  Undefeated Axis player among our old gaming group."
83896,120677,7.5,"nice, but to abstract for me"
190393,822,9,"The one I have came with the free River Expansion.  I'm not seeing one here with that included."
47113,98,7,"Old book case edition"
46183,123540,7.25,"Extremely chill game, with hints of strategy and back stabbing. Good for a night when you aren't wanting to play a heavy game. "
121343,25554,6,"This was hold in so high regard back then. But I remember the regards more then the game that really says all one needs to know."
611,194655,8.3,"Lovely 3D components, and clever gameplay once you apply the God cards to the matches. Without these cards I'd rate the game much lower, but the fact you can radically change the experience each play and have such a variety of the Gods, gives Santorini some real longevity."
39429,823,6,"Not very fun with 2p IMHO.  I dislike how so much of the game is scripted, so that the strategy comes from planning for the cards you'll get and the events that will come up.  I don't like that sort of thing;  I prefer tactical games where foreknowledge of the events and cards in the game don't have as big an impact on a player's effectiveness."
94541,555,9.5,"sold to Brett"
64270,36218,6,"Too much of a multiplayer solitaire. It is just boring to wait when other players play their combos."
78086,34119,9.1,"There's something hugely enjoyable in this game dripping with silly theme, non sequiturs, grotesqueries and funny anecdotes. Some mechanisms are dated, yes, but the sheer fact that it exists and that I can play it twice a year makes me, as someone who likes narrativism more than anything in games, very contented."
47712,2651,7.6,"Very good game. People who love to calculate will have their full pleasure. Topical theme with lots of decisions about alternative energy."
166746,47,7.5,"Elegant negotiation game.  The tile placement reminds me a bit of Acquire.  The game manages to offer interesting space for negotiation while avoiding fiddly rules."
170935,131357,7,"I'm terrible at bluffing and terrible at guessing when someone is lying, yet I always enjoy this game."
182286,118,6.75,"I enjoyed this game, but not everyone in group will be asking to replay"
44721,128621,8.35,"Some of the highest quality components I have seen, matched with beautiful art befitting the theme. Fun euro-style game that plays smoothly. The theme is what really makes this game work so well for us. "
181797,10,6,"Route building game, rather simple, partly luck-driven but usually one of the tactically better players will win. Gets boring fast."
42985,40834,10,"See my comments on the base set. This feels less like an experiment in how the system works and more an attempt at making interesting cards to fit that system. My ideal setups are typically 3 cards from Intrigue which interact in different ways or lead down different paths, and then some simple utility cards from the base game to support those strategies."
125541,13,6,"Strategic and fun but frustrating if the dice aren't on your side.  Placement of first towns has too much weight over the rest of the game."
24903,42,8,"Elegant and abstract monster that plays relatively quickly"
77298,2993,7,"Useful expansion for additional players plus some additional rules which do not chnage the game too much and still add something nice. Recommended even for first time players."
111316,27588,5,"Zooleretto is a fairly typical more recent Spiel des Jahres. It offers somewhat limited choices within a family-compatible ruleset, and I can certainly understand why it's a big hit with younger gamers, what with all the cute animals."
181064,181304,7,"For me this ia a partygame. I only bring this game out when we have people over that are not really into boardgaming and on Halloween. Anyone can play it. It is fun but I would not recommend playing it with fewer then four player. It shines at higher player counts. The more experienced the ghost is, the better the game flows but one person shouldn't be allowed to hog this position.  With Hidden Signs expansion."
101228,121408,8,"Takes the strong foundation of Dominion and adds another layer of depth/interaction with the board. I like the additional scoring options that this contains over Dominion. It makes it feel more involved and dynamic. "
106178,176396,6,"I like this game quite a bit, but you need to play the version with the tower blocks and the expert board for a proper experience, in my opinion."
95846,34119,6,"Prepare for the length of the game.  It usually takes us a few hours, but we laugh a lot and take breaks.  Nothing like kicking back with some beer, some good friends, and long, hilarous tales to tell."
169257,13308,3,"03/29/05 Played once. Seemed almost the same as Montgolfiere (which I didn't like), only nicer bits. I'd save this one for the kids. Of little interest to this adult."
108036,3201,8,"I love this so far, but nobody will play it with me!  The claustrophobic board and forced forward-momentum render claims that this is little more than Stratego utterly misplaced. If Stratego was so hemmed-in and relentless it would probably be on my wishlist.  There's an extraordinarily strong sense of tension and variety for such a short game. The thematic elements are solid, and the two sides feel genuinely different to play.  One of the few games which invariably begins with me thinking ""How on [i]earth[/i] am I going to win this one?"" Delicious.  This rating is likely to rise in future, assuming I can wangle any further play."
5383,173,5,"[1 play] I was surprised by how mediocre and tedious I found this. I just can't see why anyone inhabiting a universe where Circus Maximus exists would ever bother playing this game.   In terms of player interaction, Formula Dé falls between Rallyman and Circus Maximus.  FD has none of the deliberate interference/attacking of CM, but blocking and maneuvering is much more important than it is in Rallyman where you're spaced out and judged by time, not position. This game made me appreciate Rallyman (which I'm also lukewarm toward) a little more. "
132930,6249,7.5,"We play this game quite a bit because its design is somewhat elegant. It is easy for non-gamers to understand yet it has plenty of subtle strategies."
77097,20551,3,"I did not find this game fun at all. Too much planning for too many random things."
16453,168435,9,"Kickstarted 3/2015"
28958,2952,1,"Boy do I hate trivia games.  They are unfair because no one knows those random facts."
123320,3076,10,"Such a great game.  Including the expansion buildings keeps this fresh."
14857,1294,6,"It's a ""6"" and not a ""5"" imho because it was my first mystery solving game (introduced the idea) "
154311,27173,6.5,"Played only with the standard rules.   I enjoyed this one, but it began to feel too dependent on the luck of the draw after I got more experienced with it. Also, works less well when scaled to higher player counts.   I'd be willing to play again, but no reason to seek it out."
156014,1406,6,"Used to be favourite game, but now I'd only play it if for some reason EVERYONE else didn't want to play any of the other really good games available."
177032,1198,5,"Not really a board game though."
